PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40
PRD0900261,CL00130,DEP00047,G00013,D00003
PRD0904468,CL00133,DEP00047,G00013,D00003
PRD0900017,CL00140,DEP00049,G00014,D00003
PRD0900504,CL00147,DEP00051,G00015,D00003
PRD0903641,CL00157,DEP00053,G00016,D00003
PRD0900591,CL00167,DEP00055,G00016,D00003
PRD0904872,CL00162,DEP00055,G00016,D00003
PRD0902978,CL00162,DEP00055,G00016,D00003
PRD0904905,CL00163,DEP00055,G00016,D00003
PRD0900469,CL00163,DEP00055,G00016,D00003
PRD0901603,CL00199,DEP00067,G00021,D00005
PRD0902565,CL00219,DEP00073,G00023,D00005
PRD0901491,CL00190,DEP00063,G00018,D00004
PRD0901460,CL00169,DEP00056,G00017,D00004
PRD0903034,CL00142,DEP00050,G00014,D00003
PRD0901674,CL00002,DEP00001,G00001,D00001
PRD0902456,CL00010,DEP00003,G00002,D00001
PRD0901698,CL00020,DEP00005,G00003,D00001
PRD0902760,CL00020,DEP00005,G00003,D00001
PRD0901761,CL00049,DEP00012,G00004,D00002
PRD0904873,CL00050,DEP00013,G00005,D00002
PRD0900568,CL00050,DEP00013,G00005,D00002
PRD0902568,CL00058,DEP00016,G00006,D00002
PRD0901625,CL00068,DEP00019,G00007,D00002
PRD0900128,CL00072,DEP00021,G00007,D00002
PRD0903376,CL00073,DEP00021,G00007,D00002
PRD0904366,CL00079,DEP00022,G00007,D00002
PRD0902593,CL00079,DEP00022,G00007,D00002
PRD0903775,CL00086,DEP00024,G00007,D00002
PRD0903500,CL00085,DEP00024,G00007,D00002
PRD0904112,CL00085,DEP00024,G00007,D00002
PRD0900561,CL00087,DEP00025,G00008,D00002
PRD0904117,CL00092,DEP00027,G00008,D00002
PRD0900627,CL00096,DEP00030,G00008,D00002
PRD0903391,CL00122,DEP00044,G00012,D00003
PRD0902239,CL00124,DEP00044,G00012,D00003
PRD0902514,CL00124,DEP00044,G00012,D00003
PRD0902571,CL00129,DEP00046,G00013,D00003
PRD0903747,CL00129,DEP00046,G00013,D00003
PRD0904637,CL00131,DEP00047,G00013,D00003
PRD0901734,CL00140,DEP00049,G00014,D00003
PRD0901386,CL00148,DEP00052,G00015,D00003
PRD0900915,CL00148,DEP00052,G00015,D00003
PRD0900263,CL00155,DEP00053,G00016,D00003
PRD0904547,CL00155,DEP00053,G00016,D00003
PRD0902536,CL00160,DEP00054,G00016,D00003
PRD0903978,CL00198,DEP00067,G00021,D00005
PRD0904579,CL00195,DEP00067,G00021,D00005
PRD0903694,CL00195,DEP00067,G00021,D00005
PRD0903633,CL00209,DEP00069,G00022,D00005
PRD0901579,CL00113,DEP00040,G00011,D00003
PRD0900835,CL00121,DEP00043,G00012,D00003
PRD0901318,CL00214,DEP00071,G00022,D00005
PRD0902364,CL00236,DEP00084,G00028,D00008
PRD0902764,CL00248,DEP00089,G00030,D00009
PRD0903369,CL00121,DEP00043,G00012,D00003
PRD0900729,CL00238,DEP00084,G00028,D00008
PRD0901595,CL00037,DEP00010,G00004,D00002
PRD0902864,CL00037,DEP00010,G00004,D00002
PRD0902787,CL00042,DEP00011,G00004,D00002
PRD0904389,CL00045,DEP00011,G00004,D00002
PRD0904795,CL00048,DEP00012,G00004,D00002
PRD0900922,CL00058,DEP00016,G00006,D00002
PRD0902730,CL00067,DEP00019,G00007,D00002
PRD0901624,CL00068,DEP00019,G00007,D00002
PRD0902931,CL00067,DEP00019,G00007,D00002
PRD0902528,CL00070,DEP00020,G00007,D00002
PRD0903498,CL00070,DEP00020,G00007,D00002
PRD0900938,CL00070,DEP00020,G00007,D00002
PRD0903212,CL00072,DEP00021,G00007,D00002
PRD0903603,CL00072,DEP00021,G00007,D00002
PRD0901839,CL00074,DEP00021,G00007,D00002
PRD0903320,CL00073,DEP00021,G00007,D00002
PRD0900406,CL00085,DEP00024,G00007,D00002
PRD0903862,CL00102,DEP00034,G00010,D00003
PRD0900304,CL00101,DEP00034,G00010,D00003
PRD0901250,CL00104,DEP00036,G00010,D00003
PRD0901808,CL00110,DEP00039,G00010,D00003
PRD0904848,CL00124,DEP00044,G00012,D00003
PRD0902676,CL00128,DEP00046,G00013,D00003
PRD0903247,CL00130,DEP00047,G00013,D00003
PRD0901256,CL00140,DEP00049,G00014,D00003
PRD0901452,CL00140,DEP00049,G00014,D00003
PRD0901470,CL00140,DEP00049,G00014,D00003
PRD0903982,CL00165,DEP00055,G00016,D00003
PRD0904830,CL00197,DEP00067,G00021,D00005
PRD0901534,CL00198,DEP00067,G00021,D00005
PRD0902597,CL00197,DEP00067,G00021,D00005
PRD0900089,CL00198,DEP00067,G00021,D00005
PRD0903673,CL00206,DEP00069,G00022,D00005
PRD0902510,CL00142,DEP00050,G00014,D00003
PRD0900945,CL00003,DEP00002,G00001,D00001
PRD0902917,CL00006,DEP00002,G00001,D00001
PRD0902781,CL00010,DEP00003,G00002,D00001
PRD0902065,CL00020,DEP00005,G00003,D00001
PRD0901526,CL00073,DEP00021,G00007,D00002
PRD0902282,CL00083,DEP00023,G00007,D00002
PRD0901516,CL00081,DEP00023,G00007,D00002
PRD0900424,CL00100,DEP00033,G00009,D00002
PRD0902785,CL00108,DEP00037,G00010,D00003
PRD0903400,CL00110,DEP00039,G00010,D00003
PRD0900137,CL00129,DEP00046,G00013,D00003
PRD0902363,CL00128,DEP00046,G00013,D00003
PRD0904658,CL00127,DEP00046,G00013,D00003
PRD0904125,CL00134,DEP00047,G00013,D00003
PRD0900564,CL00152,DEP00052,G00015,D00003
PRD0900404,CL00158,DEP00053,G00016,D00003
PRD0904156,CL00157,DEP00053,G00016,D00003
PRD0900824,CL00206,DEP00069,G00022,D00005
PRD0903752,CL00205,DEP00069,G00022,D00005
PRD0900382,CL00235,DEP00083,G00028,D00008
PRD0902471,CL00212,DEP00070,G00022,D00005
PRD0903240,CL00212,DEP00070,G00022,D00005
PRD0902828,CL00142,DEP00050,G00014,D00003
PRD0902030,CL00212,DEP00070,G00022,D00005
PRD0900963,CL00248,DEP00089,G00030,D00009
PRD0901354,CL00055,DEP00014,G00005,D00002
PRD0900285,CL00215,DEP00071,G00022,D00005
PRD0904400,CL00142,DEP00050,G00014,D00003
PRD0900974,CL00008,DEP00003,G00002,D00001
PRD0904408,CL00025,DEP00008,G00004,D00002
PRD0900409,CL00038,DEP00010,G00004,D00002
PRD0903896,CL00047,DEP00012,G00004,D00002
PRD0904082,CL00073,DEP00021,G00007,D00002
PRD0904650,CL00074,DEP00021,G00007,D00002
PRD0904227,CL00073,DEP00021,G00007,D00002
PRD0902645,CL00076,DEP00022,G00007,D00002
PRD0901966,CL00079,DEP00022,G00007,D00002
PRD0902587,CL00079,DEP00022,G00007,D00002
PRD0900244,CL00084,DEP00023,G00007,D00002
PRD0903308,CL00101,DEP00034,G00010,D00003
PRD0904777,CL00102,DEP00034,G00010,D00003
PRD0903291,CL00106,DEP00037,G00010,D00003
PRD0900928,CL00128,DEP00046,G00013,D00003
PRD0902704,CL00129,DEP00046,G00013,D00003
PRD0902633,CL00129,DEP00046,G00013,D00003
PRD0900337,CL00126,DEP00046,G00013,D00003
PRD0901435,CL00136,DEP00048,G00013,D00003
PRD0903624,CL00136,DEP00048,G00013,D00003
PRD0901285,CL00135,DEP00048,G00013,D00003
PRD0903041,CL00141,DEP00049,G00014,D00003
PRD0903003,CL00140,DEP00049,G00014,D00003
PRD0904710,CL00145,DEP00051,G00015,D00003
PRD0900681,CL00144,DEP00051,G00015,D00003
PRD0902755,CL00152,DEP00052,G00015,D00003
PRD0901970,CL00148,DEP00052,G00015,D00003
PRD0902681,CL00148,DEP00052,G00015,D00003
PRD0901283,CL00152,DEP00052,G00015,D00003
PRD0900273,CL00159,DEP00054,G00016,D00003
PRD0900041,CL00159,DEP00054,G00016,D00003
PRD0901180,CL00159,DEP00054,G00016,D00003
PRD0901443,CL00165,DEP00055,G00016,D00003
PRD0903829,CL00162,DEP00055,G00016,D00003
PRD0902539,CL00162,DEP00055,G00016,D00003
PRD0902945,CL00198,DEP00067,G00021,D00005
PRD0902470,CL00199,DEP00067,G00021,D00005
PRD0902426,CL00198,DEP00067,G00021,D00005
PRD0904202,CL00199,DEP00067,G00021,D00005
PRD0900060,CL00199,DEP00067,G00021,D00005
PRD0901934,CL00205,DEP00069,G00022,D00005
PRD0903410,CL00113,DEP00040,G00011,D00003
PRD0904116,CL00212,DEP00070,G00022,D00005
PRD0902629,CL00142,DEP00050,G00014,D00003
PRD0901213,CL00235,DEP00083,G00028,D00008
PRD0904437,CL00191,DEP00064,G00019,D00004
PRD0901451,CL00169,DEP00056,G00017,D00004
PRD0900711,CL00174,DEP00059,G00017,D00004
PRD0900634,CL00169,DEP00056,G00017,D00004
PRD0902622,CL00213,DEP00070,G00022,D00005
PRD0902448,CL00169,DEP00056,G00017,D00004
PRD0903779,CL00001,DEP00001,G00001,D00001
PRD0902253,CL00005,DEP00002,G00001,D00001
PRD0900052,CL00005,DEP00002,G00001,D00001
PRD0903656,CL00004,DEP00002,G00001,D00001
PRD0903609,CL00012,DEP00003,G00002,D00001
PRD0904350,CL00007,DEP00003,G00002,D00001
PRD0900156,CL00020,DEP00005,G00003,D00001
PRD0904211,CL00023,DEP00008,G00004,D00002
PRD0904270,CL00023,DEP00008,G00004,D00002
PRD0903334,CL00047,DEP00012,G00004,D00002
PRD0903476,CL00049,DEP00012,G00004,D00002
PRD0903863,CL00052,DEP00013,G00005,D00002
PRD0901583,CL00067,DEP00019,G00007,D00002
PRD0902719,CL00067,DEP00019,G00007,D00002
PRD0900980,CL00073,DEP00021,G00007,D00002
PRD0904197,CL00074,DEP00021,G00007,D00002
PRD0900225,CL00076,DEP00022,G00007,D00002
PRD0902260,CL00075,DEP00022,G00007,D00002
PRD0903750,CL00075,DEP00022,G00007,D00002
PRD0902097,CL00076,DEP00022,G00007,D00002
PRD0904083,CL00077,DEP00022,G00007,D00002
PRD0903880,CL00075,DEP00022,G00007,D00002
PRD0901739,CL00084,DEP00023,G00007,D00002
PRD0902084,CL00087,DEP00025,G00008,D00002
PRD0900014,CL00089,DEP00025,G00008,D00002
PRD0902110,CL00092,DEP00027,G00008,D00002
PRD0904688,CL00096,DEP00030,G00008,D00002
PRD0903502,CL00101,DEP00034,G00010,D00003
PRD0904470,CL00103,DEP00035,G00010,D00003
PRD0901663,CL00111,DEP00039,G00010,D00003
PRD0901185,CL00110,DEP00039,G00010,D00003
PRD0901269,CL00112,DEP00039,G00010,D00003
PRD0904704,CL00110,DEP00039,G00010,D00003
PRD0900583,CL00128,DEP00046,G00013,D00003
PRD0904053,CL00129,DEP00046,G00013,D00003
PRD0900431,CL00129,DEP00046,G00013,D00003
PRD0903727,CL00129,DEP00046,G00013,D00003
PRD0901921,CL00127,DEP00046,G00013,D00003
PRD0904256,CL00129,DEP00046,G00013,D00003
PRD0900903,CL00129,DEP00046,G00013,D00003
PRD0904767,CL00134,DEP00047,G00013,D00003
PRD0900512,CL00132,DEP00047,G00013,D00003
PRD0904150,CL00135,DEP00048,G00013,D00003
PRD0900056,CL00135,DEP00048,G00013,D00003
PRD0901664,CL00139,DEP00048,G00013,D00003
PRD0901440,CL00146,DEP00051,G00015,D00003
PRD0901735,CL00145,DEP00051,G00015,D00003
PRD0903172,CL00151,DEP00052,G00015,D00003
PRD0901034,CL00151,DEP00052,G00015,D00003
PRD0900919,CL00150,DEP00052,G00015,D00003
PRD0903994,CL00157,DEP00053,G00016,D00003
PRD0901774,CL00158,DEP00053,G00016,D00003
PRD0903232,CL00160,DEP00054,G00016,D00003
PRD0902752,CL00160,DEP00054,G00016,D00003
PRD0901436,CL00160,DEP00054,G00016,D00003
PRD0904660,CL00161,DEP00054,G00016,D00003
PRD0903860,CL00161,DEP00054,G00016,D00003
PRD0902429,CL00161,DEP00054,G00016,D00003
PRD0902209,CL00162,DEP00055,G00016,D00003
PRD0903816,CL00163,DEP00055,G00016,D00003
PRD0904274,CL00162,DEP00055,G00016,D00003
PRD0903480,CL00164,DEP00055,G00016,D00003
PRD0904105,CL00166,DEP00055,G00016,D00003
PRD0903884,CL00162,DEP00055,G00016,D00003
PRD0901125,CL00195,DEP00067,G00021,D00005
PRD0900548,CL00201,DEP00067,G00021,D00005
PRD0903744,CL00199,DEP00067,G00021,D00005
PRD0901575,CL00197,DEP00067,G00021,D00005
PRD0903136,CL00208,DEP00069,G00022,D00005
PRD0902641,CL00207,DEP00069,G00022,D00005
PRD0901024,CL00205,DEP00069,G00022,D00005
PRD0902113,CL00209,DEP00069,G00022,D00005
PRD0904596,CL00205,DEP00069,G00022,D00005
PRD0902111,CL00219,DEP00073,G00023,D00005
PRD0900535,CL00219,DEP00073,G00023,D00005
PRD0900216,CL00142,DEP00050,G00014,D00003
PRD0901602,CL00217,DEP00072,G00023,D00005
PRD0903575,CL00169,DEP00056,G00017,D00004
PRD0900013,CL00015,DEP00004,G00003,D00001
PRD0904207,CL00015,DEP00004,G00003,D00001
PRD0900934,CL00015,DEP00004,G00003,D00001
PRD0903416,CL00032,DEP00008,G00004,D00002
PRD0901922,CL00023,DEP00008,G00004,D00002
PRD0903699,CL00034,DEP00009,G00004,D00002
PRD0900095,CL00036,DEP00009,G00004,D00002
PRD0902378,CL00040,DEP00010,G00004,D00002
PRD0901480,CL00044,DEP00011,G00004,D00002
PRD0903173,CL00046,DEP00012,G00004,D00002
PRD0902557,CL00051,DEP00013,G00005,D00002
PRD0901179,CL00063,DEP00019,G00007,D00002
PRD0903732,CL00100,DEP00033,G00009,D00002
PRD0900533,CL00157,DEP00053,G00016,D00003
PRD0903365,CL00160,DEP00054,G00016,D00003
PRD0902711,CL00198,DEP00067,G00021,D00005
PRD0903414,CL00195,DEP00067,G00021,D00005
PRD0901506,CL00218,DEP00073,G00023,D00005
PRD0900136,CL00173,DEP00058,G00017,D00004
PRD0904914,CL00212,DEP00070,G00022,D00005
PRD0902089,CL00007,DEP00003,G00002,D00001
PRD0903701,CL00007,DEP00003,G00002,D00001
PRD0903066,CL00008,DEP00003,G00002,D00001
PRD0900449,CL00051,DEP00013,G00005,D00002
PRD0901189,CL00053,DEP00013,G00005,D00002
PRD0902235,CL00053,DEP00013,G00005,D00002
PRD0903129,CL00063,DEP00019,G00007,D00002
PRD0903343,CL00067,DEP00019,G00007,D00002
PRD0902310,CL00070,DEP00020,G00007,D00002
PRD0902487,CL00070,DEP00020,G00007,D00002
PRD0902637,CL00069,DEP00020,G00007,D00002
PRD0901089,CL00076,DEP00022,G00007,D00002
PRD0901230,CL00096,DEP00030,G00008,D00002
PRD0902108,CL00101,DEP00034,G00010,D00003
PRD0904407,CL00111,DEP00039,G00010,D00003
PRD0900937,CL00116,DEP00042,G00011,D00003
PRD0902243,CL00129,DEP00046,G00013,D00003
PRD0901788,CL00134,DEP00047,G00013,D00003
PRD0904618,CL00140,DEP00049,G00014,D00003
PRD0904580,CL00141,DEP00049,G00014,D00003
PRD0901412,CL00140,DEP00049,G00014,D00003
PRD0903231,CL00147,DEP00051,G00015,D00003
PRD0904800,CL00144,DEP00051,G00015,D00003
PRD0902063,CL00152,DEP00052,G00015,D00003
PRD0903777,CL00152,DEP00052,G00015,D00003
PRD0902582,CL00152,DEP00052,G00015,D00003
PRD0901660,CL00198,DEP00067,G00021,D00005
PRD0903969,CL00199,DEP00067,G00021,D00005
PRD0900059,CL00198,DEP00067,G00021,D00005
PRD0901401,CL00205,DEP00069,G00022,D00005
PRD0904074,CL00190,DEP00063,G00018,D00004
PRD0900420,CL00234,DEP00083,G00028,D00008
PRD0901598,CL00185,DEP00062,G00018,D00004
PRD0904432,CL00233,DEP00083,G00028,D00008
PRD0902522,CL00006,DEP00002,G00001,D00001
PRD0903983,CL00017,DEP00005,G00003,D00001
PRD0903952,CL00032,DEP00008,G00004,D00002
PRD0904574,CL00065,DEP00019,G00007,D00002
PRD0902349,CL00068,DEP00019,G00007,D00002
PRD0903842,CL00065,DEP00019,G00007,D00002
PRD0902059,CL00070,DEP00020,G00007,D00002
PRD0900098,CL00073,DEP00021,G00007,D00002
PRD0902149,CL00072,DEP00021,G00007,D00002
PRD0900238,CL00073,DEP00021,G00007,D00002
PRD0904554,CL00075,DEP00022,G00007,D00002
PRD0903225,CL00075,DEP00022,G00007,D00002
PRD0904987,CL00079,DEP00022,G00007,D00002
PRD0901510,CL00079,DEP00022,G00007,D00002
PRD0901336,CL00079,DEP00022,G00007,D00002
PRD0900203,CL00088,DEP00025,G00008,D00002
PRD0900057,CL00107,DEP00037,G00010,D00003
PRD0902206,CL00108,DEP00037,G00010,D00003
PRD0901299,CL00107,DEP00037,G00010,D00003
PRD0901046,CL00116,DEP00042,G00011,D00003
PRD0904771,CL00123,DEP00044,G00012,D00003
PRD0900794,CL00122,DEP00044,G00012,D00003
PRD0900230,CL00123,DEP00044,G00012,D00003
PRD0901307,CL00126,DEP00046,G00013,D00003
PRD0900545,CL00132,DEP00047,G00013,D00003
PRD0901405,CL00138,DEP00048,G00013,D00003
PRD0904752,CL00145,DEP00051,G00015,D00003
PRD0900899,CL00155,DEP00053,G00016,D00003
PRD0901584,CL00157,DEP00053,G00016,D00003
PRD0904926,CL00157,DEP00053,G00016,D00003
PRD0900418,CL00155,DEP00053,G00016,D00003
PRD0902094,CL00163,DEP00055,G00016,D00003
PRD0901507,CL00163,DEP00055,G00016,D00003
PRD0900016,CL00165,DEP00055,G00016,D00003
PRD0902436,CL00198,DEP00067,G00021,D00005
PRD0904524,CL00199,DEP00067,G00021,D00005
PRD0901554,CL00198,DEP00067,G00021,D00005
PRD0903109,CL00199,DEP00067,G00021,D00005
PRD0900305,CL00197,DEP00067,G00021,D00005
PRD0902961,CL00207,DEP00069,G00022,D00005
PRD0900800,CL00205,DEP00069,G00022,D00005
PRD0904265,CL00207,DEP00069,G00022,D00005
PRD0903635,CL00207,DEP00069,G00022,D00005
PRD0904522,CL00207,DEP00069,G00022,D00005
PRD0901356,CL00231,DEP00081,G00027,D00008
PRD0901324,CL00204,DEP00068,G00022,D00005
PRD0901947,CL00185,DEP00062,G00018,D00004
PRD0904484,CL00010,DEP00003,G00002,D00001
PRD0902934,CL00007,DEP00003,G00002,D00001
PRD0903646,CL00051,DEP00013,G00005,D00002
PRD0900288,CL00067,DEP00019,G00007,D00002
PRD0903749,CL00063,DEP00019,G00007,D00002
PRD0903134,CL00067,DEP00019,G00007,D00002
PRD0904198,CL00067,DEP00019,G00007,D00002
PRD0902459,CL00070,DEP00020,G00007,D00002
PRD0903071,CL00069,DEP00020,G00007,D00002
PRD0900809,CL00069,DEP00020,G00007,D00002
PRD0902454,CL00069,DEP00020,G00007,D00002
PRD0901952,CL00072,DEP00021,G00007,D00002
PRD0903405,CL00076,DEP00022,G00007,D00002
PRD0903049,CL00079,DEP00022,G00007,D00002
PRD0901002,CL00076,DEP00022,G00007,D00002
PRD0903222,CL00075,DEP00022,G00007,D00002
PRD0903422,CL00075,DEP00022,G00007,D00002
PRD0903063,CL00096,DEP00030,G00008,D00002
PRD0900119,CL00100,DEP00033,G00009,D00002
PRD0902688,CL00105,DEP00036,G00010,D00003
PRD0904402,CL00114,DEP00041,G00011,D00003
PRD0903730,CL00127,DEP00046,G00013,D00003
PRD0903881,CL00128,DEP00046,G00013,D00003
PRD0903116,CL00127,DEP00046,G00013,D00003
PRD0903893,CL00128,DEP00046,G00013,D00003
PRD0904817,CL00126,DEP00046,G00013,D00003
PRD0900342,CL00140,DEP00049,G00014,D00003
PRD0900084,CL00140,DEP00049,G00014,D00003
PRD0900645,CL00199,DEP00067,G00021,D00005
PRD0901833,CL00093,DEP00028,G00008,D00002
PRD0901883,CL00094,DEP00029,G00008,D00002
PRD0900942,CL00142,DEP00050,G00014,D00003
PRD0902943,CL00142,DEP00050,G00014,D00003
PRD0902047,CL00142,DEP00050,G00014,D00003
PRD0904784,CL00049,DEP00012,G00004,D00002
PRD0901326,CL00067,DEP00019,G00007,D00002
PRD0904364,CL00079,DEP00022,G00007,D00002
PRD0904050,CL00075,DEP00022,G00007,D00002
PRD0902179,CL00075,DEP00022,G00007,D00002
PRD0904007,CL00083,DEP00023,G00007,D00002
PRD0903544,CL00083,DEP00023,G00007,D00002
PRD0902348,CL00092,DEP00027,G00008,D00002
PRD0902847,CL00101,DEP00034,G00010,D00003
PRD0903030,CL00101,DEP00034,G00010,D00003
PRD0904951,CL00105,DEP00036,G00010,D00003
PRD0904846,CL00107,DEP00037,G00010,D00003
PRD0900764,CL00112,DEP00039,G00010,D00003
PRD0903963,CL00112,DEP00039,G00010,D00003
PRD0904205,CL00129,DEP00046,G00013,D00003
PRD0901382,CL00128,DEP00046,G00013,D00003
PRD0901845,CL00130,DEP00047,G00013,D00003
PRD0904119,CL00147,DEP00051,G00015,D00003
PRD0902592,CL00150,DEP00052,G00015,D00003
PRD0901723,CL00160,DEP00054,G00016,D00003
PRD0900108,CL00163,DEP00055,G00016,D00003
PRD0901236,CL00165,DEP00055,G00016,D00003
PRD0903296,CL00205,DEP00069,G00022,D00005
PRD0903004,CL00205,DEP00069,G00022,D00005
PRD0904864,CL00207,DEP00069,G00022,D00005
PRD0901111,CL00213,DEP00070,G00022,D00005
PRD0901198,CL00121,DEP00043,G00012,D00003
PRD0904508,CL00090,DEP00026,G00008,D00002
PRD0904528,CL00098,DEP00031,G00008,D00002
PRD0903926,CL00095,DEP00029,G00008,D00002
PRD0901677,CL00184,DEP00062,G00018,D00004
PRD0901715,CL00188,DEP00062,G00018,D00004
PRD0903726,CL00095,DEP00029,G00008,D00002
PRD0904365,CL00121,DEP00043,G00012,D00003
PRD0903017,CL00007,DEP00003,G00002,D00001
PRD0900099,CL00007,DEP00003,G00002,D00001
PRD0901745,CL00020,DEP00005,G00003,D00001
PRD0904186,CL00020,DEP00005,G00003,D00001
PRD0903922,CL00067,DEP00019,G00007,D00002
PRD0900991,CL00070,DEP00020,G00007,D00002
PRD0900978,CL00070,DEP00020,G00007,D00002
PRD0901242,CL00070,DEP00020,G00007,D00002
PRD0902656,CL00075,DEP00022,G00007,D00002
PRD0904308,CL00076,DEP00022,G00007,D00002
PRD0903366,CL00076,DEP00022,G00007,D00002
PRD0904462,CL00076,DEP00022,G00007,D00002
PRD0900175,CL00076,DEP00022,G00007,D00002
PRD0904092,CL00092,DEP00027,G00008,D00002
PRD0902707,CL00096,DEP00030,G00008,D00002
PRD0900040,CL00096,DEP00030,G00008,D00002
PRD0900502,CL00101,DEP00034,G00010,D00003
PRD0900463,CL00110,DEP00039,G00010,D00003
PRD0901910,CL00110,DEP00039,G00010,D00003
PRD0903279,CL00116,DEP00042,G00011,D00003
PRD0902340,CL00131,DEP00047,G00013,D00003
PRD0903600,CL00131,DEP00047,G00013,D00003
PRD0902387,CL00131,DEP00047,G00013,D00003
PRD0904032,CL00145,DEP00051,G00015,D00003
PRD0904285,CL00144,DEP00051,G00015,D00003
PRD0900961,CL00151,DEP00052,G00015,D00003
PRD0900123,CL00148,DEP00052,G00015,D00003
PRD0903364,CL00155,DEP00053,G00016,D00003
PRD0902979,CL00155,DEP00053,G00016,D00003
PRD0902123,CL00160,DEP00054,G00016,D00003
PRD0901346,CL00167,DEP00055,G00016,D00003
PRD0900671,CL00163,DEP00055,G00016,D00003
PRD0903349,CL00195,DEP00067,G00021,D00005
PRD0900472,CL00198,DEP00067,G00021,D00005
PRD0900294,CL00197,DEP00067,G00021,D00005
PRD0901498,CL00198,DEP00067,G00021,D00005
PRD0901017,CL00195,DEP00067,G00021,D00005
PRD0904040,CL00195,DEP00067,G00021,D00005
PRD0903566,CL00198,DEP00067,G00021,D00005
PRD0901379,CL00195,DEP00067,G00021,D00005
PRD0902950,CL00198,DEP00067,G00021,D00005
PRD0903397,CL00199,DEP00067,G00021,D00005
PRD0902441,CL00207,DEP00069,G00022,D00005
PRD0903100,CL00207,DEP00069,G00022,D00005
PRD0900807,CL00207,DEP00069,G00022,D00005
PRD0903804,CL00209,DEP00069,G00022,D00005
PRD0900619,CL00208,DEP00069,G00022,D00005
PRD0903527,CL00207,DEP00069,G00022,D00005
PRD0900562,CL00229,DEP00081,G00027,D00008
PRD0900489,CL00121,DEP00043,G00012,D00003
PRD0901623,CL00010,DEP00003,G00002,D00001
PRD0901453,CL00010,DEP00003,G00002,D00001
PRD0900687,CL00032,DEP00008,G00004,D00002
PRD0901842,CL00076,DEP00022,G00007,D00002
PRD0903866,CL00076,DEP00022,G00007,D00002
PRD0903454,CL00107,DEP00037,G00010,D00003
PRD0903690,CL00145,DEP00051,G00015,D00003
PRD0903425,CL00202,DEP00067,G00021,D00005
PRD0903647,CL00205,DEP00069,G00022,D00005
PRD0901792,CL00120,DEP00043,G00012,D00003
PRD0904822,CL00214,DEP00071,G00022,D00005
PRD0900530,CL00194,DEP00066,G00020,D00004
PRD0903278,CL00016,DEP00004,G00003,D00001
PRD0902679,CL00041,DEP00011,G00004,D00002
PRD0900387,CL00047,DEP00012,G00004,D00002
PRD0902261,CL00070,DEP00020,G00007,D00002
PRD0901376,CL00077,DEP00022,G00007,D00002
PRD0902846,CL00077,DEP00022,G00007,D00002
PRD0903614,CL00075,DEP00022,G00007,D00002
PRD0903748,CL00081,DEP00023,G00007,D00002
PRD0903303,CL00100,DEP00033,G00009,D00002
PRD0902838,CL00152,DEP00052,G00015,D00003
PRD0901807,CL00166,DEP00055,G00016,D00003
PRD0904454,CL00165,DEP00055,G00016,D00003
PRD0902444,CL00195,DEP00067,G00021,D00005
PRD0900258,CL00208,DEP00069,G00022,D00005
PRD0900371,CL00190,DEP00063,G00018,D00004
PRD0903450,CL00042,DEP00011,G00004,D00002
PRD0902874,CL00067,DEP00019,G00007,D00002
PRD0901667,CL00073,DEP00021,G00007,D00002
PRD0902624,CL00083,DEP00023,G00007,D00002
PRD0903368,CL00132,DEP00047,G00013,D00003
PRD0902831,CL00130,DEP00047,G00013,D00003
PRD0900718,CL00159,DEP00054,G00016,D00003
PRD0902791,CL00219,DEP00073,G00023,D00005
PRD0902336,CL00098,DEP00031,G00008,D00002
PRD0900268,CL00142,DEP00050,G00014,D00003
PRD0901592,CL00033,DEP00008,G00004,D00002
PRD0904481,CL00105,DEP00036,G00010,D00003
PRD0904414,CL00105,DEP00036,G00010,D00003
PRD0901358,CL00112,DEP00039,G00010,D00003
PRD0904273,CL00110,DEP00039,G00010,D00003
PRD0904636,CL00123,DEP00044,G00012,D00003
PRD0902421,CL00129,DEP00046,G00013,D00003
PRD0904168,CL00135,DEP00048,G00013,D00003
PRD0901685,CL00145,DEP00051,G00015,D00003
PRD0904473,CL00160,DEP00054,G00016,D00003
PRD0903883,CL00214,DEP00071,G00022,D00005
PRD0901063,CL00169,DEP00056,G00017,D00004
PRD0903420,CL00003,DEP00002,G00001,D00001
PRD0903339,CL00003,DEP00002,G00001,D00001
PRD0901065,CL00007,DEP00003,G00002,D00001
PRD0902297,CL00007,DEP00003,G00002,D00001
PRD0902489,CL00035,DEP00009,G00004,D00002
PRD0900427,CL00036,DEP00009,G00004,D00002
PRD0902074,CL00047,DEP00012,G00004,D00002
PRD0901108,CL00065,DEP00019,G00007,D00002
PRD0904255,CL00067,DEP00019,G00007,D00002
PRD0903564,CL00065,DEP00019,G00007,D00002
PRD0901515,CL00063,DEP00019,G00007,D00002
PRD0903175,CL00070,DEP00020,G00007,D00002
PRD0902938,CL00070,DEP00020,G00007,D00002
PRD0901736,CL00075,DEP00022,G00007,D00002
PRD0902872,CL00076,DEP00022,G00007,D00002
PRD0903712,CL00079,DEP00022,G00007,D00002
PRD0903133,CL00078,DEP00022,G00007,D00002
PRD0900549,CL00076,DEP00022,G00007,D00002
PRD0901869,CL00076,DEP00022,G00007,D00002
PRD0900376,CL00076,DEP00022,G00007,D00002
